sido,city,gu,dong,apt,supply_year,supply_month,households,pyeong_info,brand
서울특별시,서울특별시,성동구,성수동,오티에르 포레,2027,2027-07,88,일반/국평형,케이비부동산신탁(주)
서울특별시,서울특별시,금천구,시흥동,한신더휴 하이엔에듀포레,2027,2027-07,78,일반/국평형,(주)무궁화신탁
경기도,부천시,오정구,오정동,오정 해모로 스마트시티(조합원 취소분),2027,2027-07,48,일반/국평형,오정613가로주택정비사업조합
경기도,부천시,오정구,오정동,오정 해모로 스마트시티,2027,2027-07,47,일반/국평형,오정613가로주택정비사업조합
충청북도,청주시,서원구,사직동,힐스테이트 어울림 청주사직,2027,2027-06,1675,일반/국평형,사직3구역주택재개발정비사업조합
대전광역시,대전광역시,서구,가장동,힐스테이트 가장더퍼스트,2027,2027-06,1339,일반/국평형,도마변동1재정비촉진구역주택재개발정비사업조합
대구광역시,대구광역시,북구,학정동,두산위브더제니스 센트럴시티,2027,2027-06,1098,일반/국평형,신영부동산신탁 주식회사
경기도,이천시,이천시 전체,장호원읍,이천시 장호원읍 5년 공공건설임대주택(카사펠리스이천) 임차인모집,2027,2027-06,930,일반/국평형,주식회사 벽제산업개발
부산광역시,부산광역시,사상구,엄궁동,더샵 리오몬트,2027,2027-06,866,일반/국평형,엄궁3구역주택재개발정비사업조합
경기도,시흥시,시흥시 전체,정왕동,힐스테이트 더웨이브시티,2027,2027-06,851,일반/국평형,한국투자부동산신탁 주식회사
대전광역시,대전광역시,동구,성남동,대전 성남 우미린 뉴시티,2027,2027-06,776,일반/국평형,성남동1구역재개발정비사업조합
경기도,여주시,여주시 전체,교동,여주역자이 헤리티지,2027,2027-06,769,일반/국평형,교보자산신탁(주)
인천광역시,인천광역시,서구,검단지구,인천 검단신도시 AB20-2블록 중흥S-클래스 에듀파크(본청약),2027,2027-06,719,일반/국평형,중흥건설(주)
광주광역시,광주광역시,북구,동림동,운암산공원 우미린 리버포레,2027,2027-06,660,일반/국평형,주식회사 운암파크린
인천광역시,인천광역시,연수구,송도동,송도자이풍경채 그라노블 2단지,2027,2027-06,548,일반/국평형,송도국제화복합단지개발(주)
부산광역시,부산광역시,기장군,장안읍,부산 장안지구 B-2블록 중흥S-클래스(본청약),2027,2027-06,488,일반/국평형,중흥산업개발(주)
경기도,수원시,권선구,당수로,수원당수 A5블록 신혼희망타운(공공분양)(본청약),2027,2027-06,484,일반/국평형,한국토지주택공사 경기남부지역본부
강원특별자치도,춘천시,춘천시 전체,동면,춘천 아테라 에듀파크,2027,2027-06,477,일반/국평형,주식회사 하나자산신탁
인천광역시,인천광역시,연수구,송도동,송도자이풍경채 그라노블 1단지,2027,2027-06,469,일반/국평형,송도국제화복합단지개발(주)
경기도,화성시,화성시 전체,오산동,동탄2신도시 동탄역 대방 엘리움 더 시그니처(C18BL),2027,2027-06,464,일반/국평형,엘리움주택 주식회사
경기도,성남시,수정구,복정1지구,성남 복정1지구 B3블록 엘리프 남위례역 에듀포레(본청약),2027,2027-06,367,일반/국평형,(주)한국토지신탁
제주특별자치도,제주시,제주시 전체,연동,신제주 동문디이스트 시그니처원Ⅱ,2027,2027-06,196,일반/국평형,코리아신탁(주)
경기도,수원시,권선구,금곡동,수원당수지구 A5블록 신혼희망타운(공공분양) 추가 입주자모집,2027,2027-06,142,일반/국평형,한국토지주택공사 경기남부지역본부
서울특별시,서울특별시,영등포구,신길동,서울대방 신혼희망타운 공공분양(본청약),2027,2027-06,122,일반/국평형,한국토지주택공사 서울지역본부
인천광역시,인천광역시,서구,석남동,석남역 센트럴파크 그랑베르,2027,2027-06,101,일반/국평형,동우아파트가로주택정비사업조합
전라남도,여수시,여수시 전체,신기동,e편한세상 여수 글렌츠,2027,2027-06,81,일반/국평형,신기주공지역주택조합
서울특별시,서울특별시,노원구,공릉동,하우스토리 센트럴포레,2027,2027-06,40,일반/국평형,(주)무궁화신탁
서울특별시,서울특별시,영등포구,신길동,서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고,2027,2027-06,2,일반/국평형,한국토지주택공사 서울지역본부
부산광역시,부산광역시,강서구,에코델타시티,부산에코델타시티 디에트르 그랑루체(13BL),2027,2027-05,1470,일반/국평형,대방하우징(주)
충청남도,천안시,동남구,용곡동,천안 일봉공원 호반써밋 센트럴파크(2BL),2027,2027-05,1284,일반/국평형,한국자산신탁(주)
경기도,평택시,평택시 전체,고덕동,고덕국제신도시 서한이다음 그레이튼,2027,2027-05,1138,일반/국평형,(주) 서한
광주광역시,광주광역시,광산구,산월동,봉산공원 첨단 제일풍경채,2027,2027-05,948,일반/국평형,신영부동산신탁 주식회사
충청남도,계룡시,계룡시 전체,엄사면,계룡 펠리피아,2027,2027-05,823,일반/국평형,유한회사 창조개발
경기도,고양시,일산동구,장항동,고양 장항 아테라,2027,2027-05,760,일반/국평형,금호건설(주)외3사
경기도,과천시,과천시 전체,지식정보타운,과천 디에트르 퍼스티지(S2BL),2027,2027-05,740,일반/국평형,대방건설 주식회사
경기도,광주시,광주시 전체,곤지암읍,힐스테이트 광주곤지암역,2027,2027-05,635,일반/국평형,신영부동산신탁주식회사
인천광역시,인천광역시,계양구,작전동,두산위브더제니스 센트럴 계양,2027,2027-05,620,일반/국평형,작전현대아파트구역재개발정비사업조합
인천광역시,인천광역시,중구,운남동,영종 진아레히,2027,2027-05,547,일반/국평형,한양영종피에프브이 주식회사
충청남도,부여군,부여군 전체,부여읍,부여 골드클래스,2027,2027-05,413,일반/국평형,보광에스케이건설 주식회사
경기도,광주시,광주시 전체,곤지암읍,곤지암역 센트럴 아이파크,2027,2027-05,347,일반/국평형,에이치디씨현대산업개발 주식회사
대전광역시,대전광역시,대덕구,읍내동,쌍용 더 플래티넘 네이처,2027,2027-05,334,일반/국평형,회덕지역주택조합
경기도,부천시,오정구,부천원종,원종 휴먼빌 클라츠,2027,2027-05,255,일반/국평형,일신건영(주)
울산광역시,울산광역시,중구,학성동,더샵 시에르네,2027,2027-05,231,일반/국평형,학성동지역주택조합
전라남도,나주시,나주시 전체,이창동,나주영산 윤슬의아침 더정원,2027,2027-05,140,일반/국평형,영산지역주택조합
전북특별자치도,전주시,덕진구,호성동,전주 에코시티 더 클래스,2027,2027-05,48,일반/국평형,(주)에코포르테
울산광역시,울산광역시,중구,학성동,더샵 시에르네(조합원 취소분),2027,2027-05,36,일반/국평형,학성동지역주택조합
부산광역시,부산광역시,남구,대연동,대연 디아이엘,2027,2027-04,2382,일반/국평형,대연3구역 주택재개발정비사업조합
경기도,평택시,화양지구,도시개발사업,신영지웰 평택화양,2027,2027-04,999,일반/국평형,"(주)신영화양지구개발피에프브이,(주)신영대농개발"
전라남도,여수시,죽림1지구,내,힐스테이트 죽림더프라우드 A2BL(공공분양주택),2027,2027-04,802,일반/국평형,"전남개발공사,현대건설(주),(주)길축산업개발"
제주특별자치도,제주시,제주시 전체,건입동,제주 중부공원 제일풍경채 센트럴파크,2027,2027-04,653,일반/국평형,케이비부동산신탁(주)
경기도,이천시,이천시 전체,송정동,이천자이 더 레브,2027,2027-04,635,일반/국평형,교보자산신탁(주)
경상남도,김해시,김해시 전체,삼계동,김해 삼계 푸르지오 센트럴파크,2027,2027-04,630,일반/국평형,신한자산신탁 주식회사
경기도,고양시,일산동구,식사동,휴먼빌 일산 클래스원,2027,2027-04,529,일반/국평형,일신건영(주)
경기도,파주시,운정3지구,A45블록(경기도,제일풍경채 운정,2027,2027-04,520,일반/국평형,파주운정45한신컨소시엄
서울특별시,서울특별시,성북구,삼선동,창경궁 롯데캐슬 시그니처,2027,2027-04,509,일반/국평형,삼선제5주택재개발정비사업조합
경상북도,구미시,구미시 전체,봉곡동,힐스테이트 구미더퍼스트,2027,2027-04,491,일반/국평형,한국투자부동산신탁 주식회사
충청북도,괴산군,괴산군 전체,괴산읍,괴산 미니복합타운 A2BL 대광로제비앙 (사전청약),2027,2027-04,355,일반/국평형,(주)포레지아
전라남도,여수시,죽림1지구,내,힐스테이트 죽림더프라우드 A4BL(공공분양주택),2027,2027-04,341,일반/국평형,"전남개발공사,현대건설(주),(주)길축산업개발"
강원특별자치도,강릉시,강릉시 전체,회산동,강릉 아테라,2027,2027-04,329,일반/국평형,한국투자부동산신탁 주식회사
강원특별자치도,강릉시,강릉시 전체,포남동,강릉 유블레스 리센트,2027,2027-04,226,일반/국평형,(주)무궁화신탁
인천광역시,인천광역시,서구,마전동,검단 스타힐스 가현숲,2027,2027-04,153,일반/국평형,마전지역주택조합
전라남도,여수시,죽림1지구,내,힐스테이트 죽림더프라우드 A2BL(민영주택),2027,2027-04,129,일반/국평형,"전남개발공사,현대건설(주),(주)길축산업개발"
경기도,성남시,분당구,미금로,더샵 분당센트로,2027,2027-04,84,일반/국평형,무지개마을4단지리모델링주택조합
경상북도,구미시,구미시 전체,도량동,구미 그랑포레 데시앙,2027,2027-03,1350,일반/국평형,"지엠파크(주),(주)태영건설"
부산광역시,부산광역시,기장군,일광읍,일광 노르웨이숲 오션포레,2027,2027-03,1294,일반/국평형,코리아신탁(주)
경기도,안성시,안성당왕지구,B-1블록,안성당왕 경남아너스빌 하이스트,2027,2027-03,976,일반/국평형,에스엠상선(주)
서울특별시,서울특별시,성북구,장위동,푸르지오 라디우스 파크,2027,2027-03,718,일반/국평형,장위6구역주택재개발정비사업조합
전북특별자치도,김제시,김제시 전체,검산동,김제 검산 예다음,2027,2027-03,648,일반/국평형,와이엠스테이
경기도,수원시,영통구,영통동,영통자이 센트럴파크,2027,2027-03,580,일반/국평형,교보자산신탁주식회사
경기도,용인시,처인구,삼가동,두산위브더제니스 센트럴 용인,2027,2027-03,568,일반/국평형,(주)레이스 이앤디
대전광역시,대전광역시,서구,도마동,도마 포레나해모로,2027,2027-03,568,일반/국평형,도마·변동9재정비촉진구역주택재개발정비사업조합
부산광역시,부산광역시,부산진구,양정동,양정 롯데캐슬 프론티엘,2027,2027-03,489,일반/국평형,양정3구역 주택재개발정비사업조합
서울특별시,서울특별시,마포구,공덕동,마포자이힐스테이트 라첼스,2027,2027-03,463,일반/국평형,공덕1구역주택재건축정비사업조합
경기도,양평군,양평군 전체,양평읍,양평 하늘채 센트로힐스,2027,2027-03,200,일반/국평형,양평덕평지구 지역주택조합
제주특별자치도,제주시,제주시 전체,연동,신제주 동문디이스트 시그니처원Ⅰ,2027,2027-03,182,일반/국평형,코리아신탁(주)
경기도,용인시,처인구,역북동,역북 서희스타힐스 프라임시티,2027,2027-03,134,일반/국평형,역북지역주택조합
서울특별시,서울특별시,마포구,아현동,마포 푸르지오 어반피스,2027,2027-03,122,일반/국평형,마포로3구역제3지구도시정비형재개발조합
경기도,양주시,양주시 전체,삼숭동,더 플래티넘 센트럴포레,2027,2027-03,112,일반/국평형,"삼숭지역주택조합,쌍용건설주식회사"
경기도,고양시,일산동구,풍동,e편한세상 일산 메이포레 1단지,2027,2027-03,112,일반/국평형,식사풍동1단지지역주택조합
서울특별시,서울특별시,용산구,이촌동,이촌 르엘,2027,2027-03,88,일반/국평형,이촌동 현대아파트 리모델링주택조합
경기도,고양시,일산동구,풍동,e편한세상 일산 메이포레 3단지,2027,2027-03,35,일반/국평형,식사풍동3단지지역주택조합
경기도,용인시,처인구,역북동,역북 서희스타힐스 프라임시티(조합원 취소분),2027,2027-03,5,일반/국평형,역북지역주택조합
